/company/140fire,140Fire,http://140fire.com,advertising,500000,operating,USA,CA,Los Angeles,Santa Monica,1,1/1/2010,2010-01,2010-Q1,2010,5/5/2010,5/5/2010,2/24/2011
/company/15five,15Five,http://15five.com,software,1200000,operating,USA,CA,SF Bay,San Francisco,2,5/1/2011,2011-05,2011-Q2,2011,1/1/2012,1/15/2013,9/19/2013
/company/169-st,169 ST.,http://www.junebugreview.com,games_video,50000,closed,USA,FL,Orlando,Lake Mary,1,5/15/2009,2009-05,2009-Q2,2009,6/1/2009,6/1/2009,5/1/2009
/company/170-systems,170 Systems,http://www.170systems.com,software,14000000,acquired,USA,MA,Boston,Bedford,1,1/1/1990,1990-01,1990-Q1,1990,4/16/2002,4/16/2002,1/1/2003
/company/1cast,1Cast,http://www.1cast.com,games_video,,closed,USA,WA,Seattle,Kirkland,1,6/1/2006,2006-06,2006-Q2,2006,8/12/2008,8/12/2008,6/1/2009
/company/1daymakeover,1DayMakeover,http://www.1daymakeover.com,ecommerce,50000,closed,USA,CA,Los Angeles,Santa Ana,1,6/30/2008,2008-06,2008-Q2,2008,6/30/2008,6/30/2008,
/company/1energy-systems,1Energy Systems,http://1energysystems.com,software,1450000,operating,USA,WA,Seattle,Seattle,1,,,,,4/22/2013,4/22/2013,
/company/1life-healthcare,1Life Healthcare,http://www.1life.com,,30000000,operating,USA,CA,SF Bay,San Francisco,1,1/1/2002,2002-01,2002-Q1,2002,3/21/2013,3/21/2013,8/17/2002
/company/1mind,1Mind,http://1mind.com,social,500000,operating,USA,NH,Hampton,Hampton,1,1/1/2011,2011-01,2011-Q1,2011,8/5/2013,8/5/2013,8/1/2013
/company/1spire,1spire,http://bitmado.com,manufacturing,30000,operating,USA,TX,Houston,Houston,1,10/1/2011,2011-10,2011-Q4,2011,12/20/2011,12/20/2011,
/company/1stdibs,1stdibs,http://www.1stdibs.com,ecommerce,42000000,operating,USA,NY,New York,New York,3,1/1/2001,2001-01,2001-Q1,2001,11/3/2011,12/3/2012,11/1/2011
/company/1stgig-com,1stGig.com,http://www.1stgig.com,ecommerce,750000,operating,USA,WI,TBD,Saratoga Springs,1,8/1/2009,2009-08,2009-Q3,2009,10/1/2012,10/1/2012,10/5/2014
/company/1world-online,1World Online,http://1worldonline.com,enterprise,1000000,operating,USA,CA,SF Bay,San Jose,1,12/1/2011,2011-12,2011-Q4,2011,7/2/2013,7/2/2013,7/1/2013
/company/2080-media,2080 Media,,news,41000000,operating,USA,GA,Atlanta,Atlanta,5,1/1/2008,2008-01,2008-Q1,2008,8/5/2010,7/19/2013,
/company/20x200,20x200,http://www.20x200.com,ecommerce,2800000,operating,USA,NY,New York,New York,2,9/1/2007,2007-09,2007-Q3,2007,10/1/2009,8/1/2010,10/1/2012
/company/21e6,2.10E+07,,,5050000,operating,USA,CA,SF Bay,San Francisco,1,1/1/2013,2013-01,2013-Q1,2013,11/17/2013,11/17/2013,
/company/22nd-century-group,22nd Century Group,http://www.xxiicentury.com,biotech,4884750,ipo,USA,NY,Clarence,Clarence,3,1/1/1998,1998-01,1998-Q1,1998,12/28/2011,11/16/2012,7/24/2013
/company/23andme,23andMe,http://23andme.com,biotech,160549892,operating,USA,CA,SF Bay,Mountain View,6,4/1/2006,2006-04,2006-Q2,2006,5/1/2007,12/21/2012,11/25/2013
/company/24-7-card,24/7 Card,http://www.247card.com,finance,3452941,closed,USA,CA,Los Angeles,Los Angeles,3,,,,,10/25/2010,12/21/2011,
/company/247-techies,247 Techies,http://www.247techies.com,hardware,600000,operating,USA,NY,New York,New York,1,,,,,11/5/2012,11/5/2012,
/company/24m-technologies,24M Technologies,http://24mtechnologies.com,cleantech,16000000,operating,USA,,Boston,Cambridge,1,1/1/2010,2010-01,2010-Q1,2010,8/16/2010,8/16/2010,3/2/2011
/company/24pagebooks,24PageBooks,http://24pagebooks.com,software,50000,closed,USA,NY,Rochester,Rochester,2,,,,,3/24/2011,5/23/2011,
/company/250ok,250ok,http://www.250ok.com,software,200000,operating,USA,IN,Indianapolis,Indianapolis,1,1/1/2012,2012-01,2012-Q1,2012,9/1/2012,9/1/2012,5/1/2012
/company/27-bards,27 bards,http://27bards.com,software,,operating,USA,CA,SF Bay,Stanford,1,1/1/2011,2011-01,2011-Q1,2011,11/6/2012,11/6/2012,
/company/27-perry,27 Perry,http://www.27perry.com,ecommerce,118000,closed,USA,CO,Denver,Boulder,1,7/25/2012,2012-07,2012-Q3,2012,5/17/2012,5/17/2012,7/25/2012
/company/28msec,28msec,http://www.28msec.com,software,5844811,operating,USA,CA,SF Bay,Palo Alto,1,1/1/2008,2008-01,2008-Q1,2008,10/28/2013,10/28/2013,9/1/2012
/company/2d2c,2d2c,http://www.2d2c.com,hardware,1500000,operating,USA,IL,Chicago,Lincolnshire,1,,,,,1/18/2011,1/18/2011,
/company/in-and-out-cash-management-software,2DOLife.com,http://2DOLife.com,software,250000,operating,USA,CA,SF Bay,San Pablo,1,12/1/2011,2011-12,2011-Q4,2011,11/10/2013,11/10/2013,12/1/2011
/company/2go-software-solutions,2GO Mobile Solutions,http://www.2gosoftware.com,software,825000,operating,USA,TX,Dallas,Plano,1,1/1/2008,2008-01,2008-Q1,2008,1/9/2010,1/9/2010,8/1/2009
/company/2nd-story-software-inc,"2nd Story Software, Inc.",http://www.taxact.com,software,85000000,acquired,USA,IA,Cedar Rapids,Cedar Rapids,1,2/15/1998,1998-02,1998-Q1,1998,3/30/2005,3/30/2005,
/company/2nd-watch,2nd Watch,http://2ndwatch.com,enterprise,27644420,operating,USA,WA,Seattle,Seattle,3,1/1/2010,2010-01,2010-Q1,2010,12/6/2011,11/5/2013,
/company/2ndnature-2,2NDNATURE,http://www.2ndnaturellc.com,,20000,operating,USA,CA,SF Bay,Santa Cruz,1,,,,,3/31/2013,3/31/2013,
/company/2sms,2sms,http://2sms.com,,939000,operating,USA,IL,Chicago,Schaumburg,1,,,,,11/1/2007,11/1/2007,
/company/2u,2U,http://2U.com,education,126875000,operating,USA,MD,Washington DC,Landover,7,1/1/2008,2008-01,2008-Q1,2008,3/25/2009,10/23/2013,11/15/2012
/company/3-v-biosciences,3-V Biosciences,http://www.3vbio.com,biotech,78089000,operating,USA,CA,SF Bay,Menlo Park,4,3/1/2007,2007-03,2007-Q1,2007,7/10/2009,6/21/2013,1/1/2012
/company/30-second-showcase,30 Second Showcase,http://www.30secondshowcase.com,software,25000,operating,USA,NJ,New York,Clifton,1,4/1/2013,2013-04,2013-Q2,2013,5/20/2013,5/20/2013,5/20/2013
/company/33across,33Across,http://www.33across.com,advertising,24134560,operating,USA,NY,New York,New York,4,9/1/2007,2007-09,2007-Q3,2007,3/13/2009,7/19/2012,9/3/2013
/company/360imaging,360imaging,http://www.360imaging.com,biotech,5500000,operating,USA,GA,Atlanta,Atlanta,2,1/1/2005,2005-01,2005-Q1,2005,1/1/2005,1/1/2010,
/company/365scores,365Scores,http://www.365scores.com,mobile,1200000,operating,USA,,United States - Other,,1,,,,,1/28/2013,1/28/2013,
/company/37signals,37signals,http://37signals.com,public_relations,,operating,USA,IL,Chicago,Chicago,1,1/1/1999,1999-01,1999-Q1,1999,7/1/2006,7/1/2006,2/8/2013
/company/382-communications,382 Communications,http://382com.com,mobile,1600000,operating,USA,MA,Boston,Quincy,1,1/1/2010,2010-01,2010-Q1,2010,1/13/2012,1/13/2012,
/company/3clickemr-corporation,3ClickEMR Corporation,http://www.3clickemr.com,software,500000,closed,USA,MA,Boston,West Roxbury,2,6/23/2010,2010-06,2010-Q2,2010,6/23/2010,6/1/2011,6/23/2010
/company/3d-biomatrix,3D Biomatrix,http://3dbiomatrix.com,biotech,1465000,operating,USA,MI,Detroit,Ann Arbor,1,1/1/2010,2010-01,2010-Q1,2010,2/5/2013,2/5/2013,
/company/3d-future-vision-ii,3D FUTURE VISION II,http://www.3dfuturevision.com,games_video,503000,operating,USA,FL,Orlando,LONGWOOD,2,1/1/2011,2011-01,2011-Q1,2011,6/22/2011,3/21/2013,
/company/3d-robotics,3D Robotics,http://3drobotics.com,manufacturing,35000000,operating,USA,CA,San Diego,San Diego,2,1/1/2009,2009-01,2009-Q1,2009,11/5/2012,9/26/2013,9/26/2013
/company/3d-sports-technology,3D Sports Technology,http://3dsportstech.com,software,909940,operating,USA,MN,Minneapolis,Minneapolis,3,1/1/2010,2010-01,2010-Q1,2010,1/21/2011,7/25/2013,
/company/3d-systems,3D Systems,http://www.3dsystems.com,software,4144131,ipo,USA,SC,Rock Hill,Rock Hill,2,1/1/1986,1986-01,1986-Q1,1986,1/13/2010,6/7/2012,11/29/2013
/company/3d-vision-systems,3d Vision Systems,,hardware,150000,operating,USA,MI,Detroit,Ann Arbor,1,1/1/2009,2009-01,2009-Q1,2009,12/3/2012,12/3/2012,
/company/3dcart-shopping-cart-software,3dCart Shopping Cart Software,http://www.3dcart.com,ecommerce,1250000,operating,USA,FL,Fort Lauderdale,Lauderhill,1,5/1/1997,1997-05,1997-Q2,1997,1/1/2010,1/1/2010,4/1/2004
/company/3dr-laboratories,3DR Laboratories,http://www.3drinc.com,biotech,7200000,operating,USA,KY,Louisville,Louisville,1,,,,,8/23/2012,8/23/2012,
/company/3floz-com,3FLOZ,http://www.3floz.com,other,750000,operating,USA,NY,New York,New York,1,11/1/2009,2009-11,2009-Q4,2009,8/16/2013,8/16/2013,
/company/3gear-systems,3Gear Systems,http://threegear.com,software,349999,operating,USA,CA,SF Bay,San Francisco,1,1/1/2012,2012-01,2012-Q1,2012,3/30/2012,3/30/2012,1/1/2012
/company/3genlabs-2,3GenLabs,http://www.3genlabs.com,software,725000,operating,USA,NY,New York,New York,1,1/1/2008,2008-01,2008-Q1,2008,5/1/2011,5/1/2011,
/company/3guppies,3Guppies,,games_video,20000000,operating,USA,WA,Seattle,Seattle,1,1/1/2003,2003-01,2003-Q1,2003,4/5/2006,4/5/2006,
/company/3jam,3Jam,http://3jam.com,mobile,4000000,operating,USA,CA,SF Bay,San Francisco,1,1/1/2005,2005-01,2005-Q1,2005,7/1/2007,7/1/2007,12/21/2009
/company/3leaf,3Leaf,http://www.3leafsystems.com,software,65000000,acquired,USA,CA,SF Bay,Santa Clara,3,6/1/2004,2004-06,2004-Q2,2004,4/30/2007,9/22/2008,8/1/2007
/company/3pillar-global,3Pillar Global,http://www.3pillarglobal.com,software,25920000,operating,USA,VA,Washington DC,Fairfax,4,8/1/2006,2006-08,2006-Q3,2006,1/29/2010,6/6/2013,3/1/2013
/company/3play-media,3Play Media,http://www.3playmedia.com,software,961601,operating,USA,MA,Boston,Cambridge,2,1/1/2007,2007-01,2007-Q1,2007,2/8/2010,6/21/2011,1/1/2007
/company/3point5-com,3point5.com,http://www.3point5.com,,1500000,operating,USA,UT,Salt Lake City,Salt Lake City,1,,,,,10/9/2006,10/9/2006,1/1/2007
/company/3scan,3Scan,http://www.3scan.com,biotech,350000,operating,USA,CA,SF Bay,San Francisco,1,1/1/2011,2011-01,2011-Q1,2011,4/23/2012,4/23/2012,
/company/3seventy,3Seventy,http://3seventy.com,software,2000000,operating,USA,TX,Austin,Austin,1,1/1/2008,2008-01,2008-Q1,2008,8/19/2011,8/19/2011,1/1/2007
/company/3desk,3Sourcing,http://www.3sourcing.com,search,,operating,USA,CA,SF Bay,San Francisco,1,1/1/2012,2012-01,2012-Q1,2012,10/29/2013,10/29/2013,
/company/3tier-environmental-forecast-group,3TIER,http://www.3tier.com/en,cleantech,15000000,operating,USA,WA,Seattle,Seattle,3,1/1/1999,1999-01,1999-Q1,1999,9/5/2007,2/25/2010,
/company/3vr-security,3VR,http://www.3vr.com,security,56567194,operating,USA,CA,SF Bay,San Francisco,6,1/1/2002,2002-01,2002-Q1,2002,1/17/2006,10/4/2013,8/1/2012
/company/4-tell,4-Tell,http://4-tell.com,ecommerce,2234979,operating,USA,OR,Portland,Portland,4,4/1/2009,2009-04,2009-Q2,2009,7/1/2011,7/26/2013,7/1/2012
/company/40billion-com,40billion.com,http://www.40Billion.com,social,1050000,operating,USA,GA,Atlanta,Atlanta,3,1/23/2008,2008-01,2008-Q1,2008,4/1/2008,6/1/2010,1/1/2008
/company/410-labs,410 Labs,http://410labs.com,messaging,750000,operating,USA,MD,Baltimore,Baltimore,1,1/1/2010,2010-01,2010-Q1,2010,7/11/2011,7/11/2011,3/27/2013
/company/41st-parameter,41st Parameter,http://www.the41st.com,security,38064570,acquired,USA,CA,SF Bay,San Jose,4,1/1/2004,2004-01,2004-Q1,2004,5/8/2006,4/11/2012,4/12/2012
/company/42floors,42Floors,http://42floors.com,real_estate,29700000,operating,USA,NY,New York,New York,4,1/1/2011,2011-01,2011-Q1,2011,12/1/2011,1/31/2013,1/31/2013
/company/43things,"43 Things, The Robot Co-op",http://www.43things.com,software,,operating,USA,WA,Seattle,Seattle,1,8/15/2004,2004-08,2004-Q3,2004,11/1/2004,11/1/2004,7/1/2009
/company/480-biomedical,480 Biomedical,http://www.480biomedical.com,biotech,37956999,operating,USA,MA,Boston,Watertown,3,1/1/2011,2011-01,2011-Q1,2011,2/14/2012,4/12/2013,
/company/4blox,4Blox,http://www.4blox.com,software,,closed,USA,CA,SF Bay,San Jose,1,8/1/2006,2006-08,2006-Q3,2006,9/10/2007,9/10/2007,1/1/2008
/company/4cable-tv,4Cable TV,http://4cable.tv,cleantech,20900,operating,USA,SC,TBD,Conway,1,,,,,10/7/2013,10/7/2013,
/company/4dk-technologies,4DK Technologies,http://4dk.com,mobile,3378975,operating,USA,VA,Washington DC,Herndon,1,1/1/2005,2005-01,2005-Q1,2005,12/12/2011,12/12/2011,
/company/4home,4Home,http://www.4home.com,software,9146354,acquired,USA,CA,SF Bay,Sunnyvale,5,1/1/2006,2006-01,2006-Q1,2006,8/1/2006,2/3/2010,
/company/4info,4INFO,http://www.4info.com,advertising,64288000,operating,USA,CA,SF Bay,San Mateo,7,1/1/2004,2004-01,2004-Q1,2004,3/1/2005,8/4/2013,4/1/2012
/company/4moms,4moms,http://www.4moms.com,hardware,20000000,operating,USA,PA,Pittsburg,Pittsburgh,1,1/1/2005,2005-01,2005-Q1,2005,8/9/2012,8/9/2012,1/18/2013
/company/4tech,4Tech,,biotech,7000000,operating,USA,MA,Boston,WALTHAM,1,1/1/2011,2011-01,2011-Q1,2011,12/21/2011,12/21/2011,
/company/5-oclock-records,5 O'Clock Records,https://www.5oclockrecords.com,software,440000,operating,USA,NY,New York,New York,1,,,,,1/8/2013,1/8/2013,
/company/500friends,500Friends,http://www.500Friends.com,enterprise,12900000,operating,USA,CA,SF Bay,San Francisco,4,1/1/2010,2010-01,2010-Q1,2010,12/15/2009,3/12/2013,3/12/2013
/company/5barz-international,5BARz International,http://www.5BARz.com,mobile,2600000,ipo,USA,WA,Seattle,Seattle,1,1/1/2008,2008-01,2008-Q1,2008,11/12/2013,11/12/2013,11/25/2013
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
